share_price,shares_offered,dollar_value_of_shares,date_of_priced,employees,shares_outstanding,stock_valuation,sicdescription,ebit,grossprofit,netincome,totalrevenue,costofrevenue,totalassets,revenue_growth,1,2,3,4,5
27.0,8951111.0,241679997.0,2020-09-15,273,40985628.0,1106611956.0,29,-70307000.0,-17802000.0,-68299000.0,15078000.0,32880000.0,88366000.0,6.512705530642752,60.68,60.03,58.02,60.01,55.0
44.0,11568218.0,509001592.0,2020-09-16,590,88675175.0,3901707700.0,18,-6937000.0,84681000.0,-5394000.0,104716000.0,20035000.0,238040000.0,0.6482402568784235,64.79,64.46,64.78,67.0,77.71
14.0,41026000.0,574364000.0,2020-09-17,15033,175434000.0,2456076000.0,136,290000000.0,847000000.0,91000000.0,5191000000.0,4344000000.0,16175000000.0,-0.022042200452147703,10.93,11.86,12.52,12.5,12.83
22.0,14800000.0,325600000.0,2020-09-17,710,98689892.0,2171177624.0,18,-48173000.0,74632000.0,-47789000.0,103642000.0,29010000.0,113565000.0,0.5280120304299111,26.88,25.05,23.64,24.95,23.74
17.0,33500000.0,569500000.0,2020-09-17,73,33500000.0,569500000.0,30,134980000.0,252706000.0,79394000.0,298815000.0,46109000.0,3917858000.0,0.2582796794663949,16.3,16.75,16.45,16.26,16.36
18.0,41222222.0,741999996.0,2020-09-17,686,193705145.0,3486692610.0,27,-94704000.0,68881000.0,-87190000.0,148857000.0,79976000.0,499881000.0,0.30627879426089244,23.07,23.02,22.8,24.7,28.5
52.0,25000000.0,1300000000.0,2020-09-18,3379,263366733.0,13695070116.0,18,-150669000.0,423182000.0,-163190000.0,541779000.0,118597000.0,762860000.0,0.4229071187509028,68.35,72.96,84.82,81.85,83.2
33.0,34615384.0,1142307672.0,2020-09-23,338,37645687.0,1242307671.0,6,139676000.0,374208000.0,66048000.0,388224000.0,14016000.0,386796000.0,0.5558708250174333,50.5,46.7,52.04,56.79,56.0
22.0,10750000.0,236500000.0,2020-09-23,4010,249632970.0,5491925340.0,18,141865000.0,592504000.0,103096000.0,736654000.0,144150000.0,994599000.0,0.0649752063726128,33.49,32.0,34.79,32.12,30.02
22.0,2650000.0,58300000.0,2020-09-23,115,8375970.0,184271340.0,101,-8751971.0,5084634.0,-8503948.0,13103728.0,8019094.0,16402185.0,0.5804605478512938,40.8,37.5,45.0,46.5,44.07
17.0,14968859.0,254470603.0,2020-11-19,808,62400000.0,1060800000.0,125,5025000.0,52344000.0,-6401000.0,159218000.0,106874000.0,77692000.0,0.15361987015998144,20.29,19.06,20.39,20.1,20.06
10.5,58750000.0,616875000.0,2020-11-19,3355,58750000.0,616875000.0,88,20638000.0,276736000.0,10055000.0,435156000.0,158420000.0,288602000.0,3.7026098233100986,18.4,20.03,18.24,17.15,16.86
27.0,60000000.0,1620000000.0,2020-11-20,390,88965664.0,2402072928.0,3,23988000.0,76291000.0,-4470000.0,143140000.0,66849000.0,577796000.0,0.15591159060993434,29.85,29.0,26.29,26.96,29.16
23.0,46600000.0,1071800000.0,2020-11-20,2900,277431755.0,6380930365.0,137,183597000.0,395431000.0,-20850000.0,778327000.0,382896000.0,2580674000.0,0.04312543473220496,25.1,27.95,27.0,26.76,27.97
10.0,2400000.0,24000000.0,2020-11-24,14,7577677.0,75776770.0,82,333700.0,1285364.0,233066.0,2869377.0,1584013.0,1914562.0,1.2565694584473004,14.44,14.21,14.12,13.15,12.79
30.0,33000000.0,990000000.0,2020-11-24,13432,179230154.0,5376904620.0,40,-300000000.0,181000000.0,-299000000.0,968000000.0,786000000.0,619000000.0,0.8026070763500931,40.18,39.01,40.0,40.02,40.19
